run_id,protocol_version,mode,workload,prompt_id,repetition,run_type,time_to_first_output_ms,time_to_first_final_output_ms,end_to_end_latency_ms,reasoning_associated_duration_ms,final_or_tool_associated_duration_ms,prompt_tokens,completion_tokens,output_tokens_per_second,finish_reason,benchmark_valid,phase_mapping_valid,output_valid,invalid_reasons
v1-normal-plain-plain_001-r01,1.2,normal,plain_text,plain_001,1,benchmark,79.26596,3112.774381,4024.556768,3033.508421,911.782387,75,387,97.83816169325077,stop,True,True,True,
v1-normal-plain-plain_001-r02,1.2,normal,plain_text,plain_001,2,benchmark,77.921979,3100.768833,4002.519647,3022.846854,901.750814,75,385,97.84442444407017,stop,True,True,True,
v1-normal-plain-plain_001-r03,1.2,normal,plain_text,plain_001,3,benchmark,77.578671,6116.551906,7077.577089,6038.973235,961.025183,75,680,97.00002192200496,stop,True,True,True,
v1-normal-plain-plain_001-r04,1.2,normal,plain_text,plain_001,4,benchmark,77.79572,4137.122517,5053.083281,4059.326797,915.960764,75,486,97.4818026201722,stop,True,True,True,
v1-normal-plain-plain_001-r05,1.2,normal,plain_text,plain_001,5,benchmark,88.350418,6127.329256,7089.101211,6038.978838,961.771955,75,680,96.98959726989956,stop,True,True,True,
v1-normal-plain-plain_001-r06,1.2,normal,plain_text,plain_001,6,benchmark,78.325569,3122.904726,4034.561575,3044.579157,911.656849,75,388,97.8202512218883,stop,True,True,True,
v1-normal-plain-plain_001-r07,1.2,normal,plain_text,plain_001,7,benchmark,78.137195,3132.642185,4044.932608,3054.50499,912.290423,75,389,97.81195136216117,stop,True,True,True,
v1-normal-plain-plain_001-r08,1.2,normal,plain_text,plain_001,8,benchmark,78.269528,4209.974113,5126.001187,4131.704585,916.027074,75,493,97.4695235874463,stop,True,True,True,
v1-normal-plain-plain_001-r09,1.2,normal,plain_text,plain_001,9,benchmark,79.340781,3082.075987,3994.076113,3002.735206,912.000126,75,384,97.8354773742339,stop,True,True,True,
v1-normal-plain-plain_001-r10,1.2,normal,plain_text,plain_001,10,benchmark,79.206338,3092.381899,4004.921478,3013.175561,912.539579,75,385,97.81657260032372,stop,True,True,True,
v1-normal-plain-plain_001-r11,1.2,normal,plain_text,plain_001,11,benchmark,77.56745,4137.252472,5052.855633,4059.685022,915.603161,75,486,97.48179043320354,stop,True,True,True,
v1-normal-plain-plain_001-r12,1.2,normal,plain_text,plain_001,12,benchmark,78.783939,3081.666526,3993.830997,3002.882587,912.164471,75,384,97.82768746479778,stop,True,True,True,
v1-normal-plain-plain_001-r13,1.2,normal,plain_text,plain_001,13,benchmark,78.206183,5376.561159,6284.919341,5298.354976,908.358182,75,604,97.15287055319723,stop,True,True,True,
v1-normal-plain-plain_001-r14,1.2,normal,plain_text,plain_001,14,benchmark,79.460053,4139.127433,5054.856708,4059.66738,915.729275,75,486,97.47966516651525,stop,True,True,True,
v1-normal-plain-plain_001-r15,1.2,normal,plain_text,plain_001,15,benchmark,76.78002,4136.427722,5052.304436,4059.647702,915.876714,75,486,97.4771620937816,stop,True,True,True,
v1-normal-plain-plain_001-r16,1.2,normal,plain_text,plain_001,16,benchmark,77.169923,3121.123836,4034.177733,3043.953913,913.053897,75,388,97.80117163832436,stop,True,True,True,
v1-normal-plain-plain_001-r17,1.2,normal,plain_text,plain_001,17,benchmark,78.36169,4750.551181,5669.964178,4672.189491,919.412997,75,545,97.2887470394158,stop,True,True,True,
v1-normal-plain-plain_001-r18,1.2,normal,plain_text,plain_001,18,benchmark,77.907931,4751.445062,5659.03522,4673.537131,907.590158,75,544,97.29217268887844,stop,True,True,True,
v1-normal-plain-plain_001-r19,1.2,normal,plain_text,plain_001,19,benchmark,77.398017,3131.851701,4064.708636,3054.453684,932.856935,75,391,97.810288002546,stop,True,True,True,
v1-normal-plain-plain_001-r20,1.2,normal,plain_text,plain_001,20,benchmark,82.554329,5724.124494,6612.107149,5641.570165,887.982655,75,635,97.09700150645232,stop,True,True,True,
v1-normal-plain-plain_002-r01,1.2,normal,plain_text,plain_002,1,benchmark,83.606024,3117.385692,4040.201942,3033.779668,922.81625,76,388,97.81135299649773,stop,True,True,True,
v1-normal-plain-plain_002-r02,1.2,normal,plain_text,plain_002,2,benchmark,77.419064,3111.206106,4033.930795,3033.787042,922.724689,76,388,97.81343423495589,stop,True,True,True,
v1-normal-plain-plain_002-r03,1.2,normal,plain_text,plain_002,3,benchmark,77.597579,3111.609917,4034.054568,3034.012338,922.444651,76,388,97.81478759303151,stop,True,True,True,
v1-normal-plain-plain_002-r04,1.2,normal,plain_text,plain_002,4,benchmark,77.843614,4158.243278,5084.386299,4080.399664,926.143021,76,489,97.47245368786864,stop,True,True,True,
v1-normal-plain-plain_002-r05,1.2,normal,plain_text,plain_002,5,benchmark,77.628532,3111.199459,4033.853122,3033.570927,922.653663,76,388,97.8205334899857,stop,True,True,True,
v1-normal-plain-plain_002-r06,1.2,normal,plain_text,plain_002,6,benchmark,78.908344,4159.151129,5086.068053,4080.242785,926.916924,76,489,97.46044231879723,stop,True,True,True,
v1-normal-plain-plain_002-r07,1.2,normal,plain_text,plain_002,7,benchmark,76.499637,4769.533789,5698.993786,4693.034152,929.459997,76,548,97.28778465643894,stop,True,True,True,
v1-normal-plain-plain_002-r08,1.2,normal,plain_text,plain_002,8,benchmark,77.915634,4158.556146,5084.98096,4080.640512,926.424814,76,489,97.46227944460415,stop,True,True,True,
v1-normal-plain-plain_002-r09,1.2,normal,plain_text,plain_002,9,benchmark,77.607466,3112.668239,4034.273997,3035.060773,921.605758,76,388,97.80960739751559,stop,True,True,True,
v1-normal-plain-plain_002-r10,1.2,normal,plain_text,plain_002,10,benchmark,77.415962,2955.5727,3898.86577,2878.156738,943.29307,76,375,97.86861499974462,stop,True,True,True,
v1-normal-plain-plain_002-r11,1.2,normal,plain_text,plain_002,11,benchmark,81.549532,4161.849319,5088.106046,4080.299787,926.256727,76,489,97.4721844516065,stop,True,True,True,
v1-normal-plain-plain_002-r12,1.2,normal,plain_text,plain_002,12,benchmark,79.025577,4158.975685,5085.510157,4079.950108,926.534472,76,489,97.47358494810344,stop,True,True,True,
v1-normal-plain-plain_002-r13,1.2,normal,plain_text,plain_002,13,benchmark,77.814573,4158.553527,5084.879872,4080.738954,926.326345,76,489,97.46227997015782,stop,True,True,True,
v1-normal-plain-plain_002-r14,1.2,normal,plain_text,plain_002,14,benchmark,79.883703,3113.950118,4046.85496,3034.066415,932.904842,76,389,97.80761565018821,stop,True,True,True,
v1-normal-plain-plain_002-r15,1.2,normal,plain_text,plain_002,15,benchmark,79.027624,2936.898002,3848.835886,2857.870378,911.937884,76,370,97.88296230329604,stop,True,True,True,
v1-normal-plain-plain_002-r16,1.2,normal,plain_text,plain_002,16,benchmark,79.2951,2937.26018,3859.613292,2857.96508,922.353112,76,371,97.87535895338198,stop,True,True,True,
v1-normal-plain-plain_002-r17,1.2,normal,plain_text,plain_002,17,benchmark,77.878727,4158.333306,5084.789628,4080.454579,926.456322,76,489,97.46528541231574,stop,True,True,True,
v1-normal-plain-plain_002-r18,1.2,normal,plain_text,plain_002,18,benchmark,77.277947,3028.278835,4012.911724,2951.000888,984.632889,76,386,97.82414264506907,stop,True,True,True,
v1-normal-plain-plain_002-r19,1.2,normal,plain_text,plain_002,19,benchmark,77.83186,4541.977731,5418.342454,4464.145871,876.364723,76,521,97.36896703925909,stop,True,True,True,
v1-normal-plain-plain_002-r20,1.2,normal,plain_text,plain_002,20,benchmark,78.007934,4552.11197,5502.411961,4474.104036,950.299991,76,529,97.33788216583375,stop,True,True,True,
v1-normal-plain-plain_003-r01,1.2,normal,plain_text,plain_003,1,benchmark,78.523184,5553.927691,6389.621275,5475.404507,835.693584,75,614,97.13048207477148,stop,True,True,True,
v1-normal-plain-plain_003-r02,1.2,normal,plain_text,plain_003,2,benchmark,78.093334,5553.819118,6389.521393,5475.725784,835.702275,75,614,97.12540399250395,stop,True,True,True,
v1-normal-plain-plain_003-r03,1.2,normal,plain_text,plain_003,3,benchmark,77.573272,6086.420842,7005.679525,6008.84757,919.258683,75,673,96.99620292471862,stop,True,True,True,
v1-normal-plain-plain_003-r04,1.2,normal,plain_text,plain_003,4,benchmark,77.804001,5971.236782,6849.07775,5893.432781,877.840968,75,658,97.02753490021395,stop,True,True,True,
v1-normal-plain-plain_003-r05,1.2,normal,plain_text,plain_003,5,benchmark,77.607877,5552.977736,6388.811344,5475.369859,835.833608,75,614,97.12886032042104,stop,True,True,True,
v1-normal-plain-plain_003-r06,1.2,normal,plain_text,plain_003,6,benchmark,77.059818,6137.75435,7067.682747,6060.694532,929.928397,75,679,96.98706494200611,stop,True,True,True,
v1-normal-plain-plain_003-r07,1.2,normal,plain_text,plain_003,7,benchmark,76.69237,7129.884343,8097.473257,7053.191973,967.588914,75,777,96.74868456483243,stop,True,True,True,
v1-normal-plain-plain_003-r08,1.2,normal,plain_text,plain_003,8,benchmark,77.793535,5909.421097,6766.31378,5831.627562,856.892683,75,650,97.0319257813654,stop,True,True,True,
v1-normal-plain-plain_003-r09,1.2,normal,plain_text,plain_003,9,benchmark,78.177463,5659.18515,6526.405701,5581.007687,867.220551,75,627,97.0809308998904,stop,True,True,True,
v1-normal-plain-plain_003-r10,1.2,normal,plain_text,plain_003,10,benchmark,78.763165,5555.606468,6391.201483,5476.843303,835.595015,75,614,97.10985979094997,stop,True,True,True,
v1-normal-plain-plain_003-r11,1.2,normal,plain_text,plain_003,11,benchmark,77.150049,5939.340351,6827.566039,5862.190302,888.225688,75,656,97.03105719266941,stop,True,True,True,
v1-normal-plain-plain_003-r12,1.2,normal,plain_text,plain_003,12,benchmark,77.874856,7089.333935,8034.775581,7011.459079,945.441646,75,771,96.77134686131201,stop,True,True,True,
v1-normal-plain-plain_003-r13,1.2,normal,plain_text,plain_003,13,benchmark,78.114916,7089.741597,8035.620773,7011.626681,945.879176,75,771,96.76398784207643,stop,True,True,True,
v1-normal-plain-plain_003-r14,1.2,normal,plain_text,plain_003,14,benchmark,77.668184,5564.350379,6389.595129,5486.682195,825.24475,75,614,97.1177273345327,stop,True,True,True,
v1-normal-plain-plain_003-r15,1.2,normal,plain_text,plain_003,15,benchmark,79.005176,5576.140656,6412.07946,5497.13548,835.938804,75,616,97.10923517094182,stop,True,True,True,
v1-normal-plain-plain_003-r16,1.2,normal,plain_text,plain_003,16,benchmark,78.618006,5618.119356,6443.514628,5539.50135,825.395272,75,619,97.09505695095011,stop,True,True,True,
v1-normal-plain-plain_003-r17,1.2,normal,plain_text,plain_003,17,benchmark,79.259174,6046.937862,6976.887298,5967.678688,929.949436,75,670,96.98986201825572,stop,True,True,True,
v1-normal-plain-plain_003-r18,1.2,normal,plain_text,plain_003,18,benchmark,81.21912,5985.371118,6872.773197,5904.151998,887.402079,75,660,97.03228341091217,stop,True,True,True,
v1-normal-plain-plain_003-r19,1.2,normal,plain_text,plain_003,19,benchmark,77.540629,5981.902488,6869.933922,5904.361859,888.031434,75,660,97.02029484646333,stop,True,True,True,
v1-normal-plain-plain_003-r20,1.2,normal,plain_text,plain_003,20,benchmark,77.830435,5606.081898,6473.270658,5528.251463,867.18876,75,622,97.10043067351175,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r01,1.2,normal,reasoning_intensive,reasoning_001,1,benchmark,80.62419,5929.64507,6128.440555,5849.02088,198.795485,107,588,97.05982532755027,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r02,1.2,normal,reasoning_intensive,reasoning_001,2,benchmark,80.210581,5949.712987,6148.807541,5869.502406,199.094554,107,590,97.05703046062891,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r03,1.2,normal,reasoning_intensive,reasoning_001,3,benchmark,79.871803,5928.449072,6127.410005,5848.577269,198.960933,107,588,97.06428969822322,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r04,1.2,normal,reasoning_intensive,reasoning_001,4,benchmark,78.964513,5948.360727,6147.441303,5869.396214,199.080576,107,590,97.0589524162949,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r05,1.2,normal,reasoning_intensive,reasoning_001,5,benchmark,79.444904,5949.40914,6147.898005,5869.964236,198.488865,107,590,97.05933129860404,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r06,1.2,normal,reasoning_intensive,reasoning_001,6,benchmark,79.080422,5948.892065,6147.871402,5869.811643,198.979337,107,590,97.05392753533258,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r07,1.2,normal,reasoning_intensive,reasoning_001,7,benchmark,78.731154,9191.765167,9392.096307,9113.034013,200.33114,107,899,96.42057250495954,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r08,1.2,normal,reasoning_intensive,reasoning_001,8,benchmark,79.518022,5948.913479,6147.719494,5869.395457,198.806015,107,590,97.0633560401338,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r09,1.2,normal,reasoning_intensive,reasoning_001,9,benchmark,80.365902,6450.683992,6649.509548,6370.31809,198.825556,107,638,96.9684991418743,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r10,1.2,normal,reasoning_intensive,reasoning_001,10,benchmark,80.194838,6189.941475,6389.113749,6109.746637,199.172274,107,613,97.00552640372968,stop,True,True,False,expected_final_answer_missing
v1-normal-reasoning-reasoning_001-r11,1.2,normal,reasoning_intensive,reasoning_001,11,benchmark,80.255919,5939.38832,6138.39713,5859.132401,199.00881,107,589,97.05947410607494,stop,True,True,False,expected_final_answer_missing
v1-normal-reasoning-reasoning_001-r12,1.2,normal,reasoning_intensive,reasoning_001,12,benchmark,79.356938,5928.758144,6128.156832,5849.401206,199.398688,107,588,97.04404349402668,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r13,1.2,normal,reasoning_intensive,reasoning_001,13,benchmark,79.324083,5948.667732,6147.585499,5869.343649,198.917767,107,590,97.06239722089124,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r14,1.2,normal,reasoning_intensive,reasoning_001,14,benchmark,80.347348,5949.81396,6148.841351,5869.466612,199.027391,107,590,97.05867711310648,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r15,1.2,normal,reasoning_intensive,reasoning_001,15,benchmark,81.312466,5950.486509,6149.496334,5869.174043,199.009825,107,590,97.06363762410635,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r16,1.2,normal,reasoning_intensive,reasoning_001,16,benchmark,79.176816,6731.697863,6930.869241,6652.521047,199.171378,107,665,96.91036298962295,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r17,1.2,normal,reasoning_intensive,reasoning_001,17,benchmark,80.499717,5928.956458,6127.884502,5848.456741,198.928044,107,588,97.06675213656013,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r18,1.2,normal,reasoning_intensive,reasoning_001,18,benchmark,79.979731,5928.505905,6127.50284,5848.526174,198.996935,107,588,97.06453194472613,stop,True,True,True,
v1-normal-reasoning-reasoning_001-r19,1.2,normal,reasoning_intensive,reasoning_001,19,benchmark,79.291485,5948.952054,6147.82029,5869.660569,198.868236,107,590,97.05812049779009,stop,True,True,True,
